id,station_name,stream_url,description,logo,genres,language,website,facebook,twitter,wikipedia,contact_address,contact_phone,contact_email,contact_additional,country_code
2063,"Pooria Hallaj",http://djpooria.com/M/Pooria_Ground_Zero_23.mp3,"Every month don&#39;t miss &#34;Ground Zero&#34; as Pooria.H presents 30 mins of the most energetic, uplifting, progressive, melodic and epic Trance tracks.",https://cdn.onlineradiobox.com/img/logo/4/32034.png,"electronic,trance,house",Persian,http://www.djpooria.com/,https://www.facebook.com/DJPfans/,https://twitter.com/djpooria,,,,,,ir
2064,"Radio Mojahed",https://s2.radio.co/s830691c74/listen,"رادیو مجاهد صدای مجاهدین خلق ایران
خبرها و تحولات قیام مردم ایران، گزارش‌های کانون‌های شورشی، آخرین خبرهای ایران و جهان، گزارش‌های و گفتگوهای سیاسی و اجتماعی، موضعگیری‌ها و اطلاعیه‌های سازمان مجاهدین، رویدادهای تاریخی، ادبیات و موسیقی مقاومت در رادیو مجاهد",https://cdn.onlineradiobox.com/img/logo/9/74929.v2.png,"news,politics,information",Persian,https://radio.mojahedin.org/,https://www.facebook.com/radiomojahed,https://twitter.com/radiomojahed,,,,"Email: radio@mojahedin.org",,ir
2065,"Radio Payam",http://webapp.iranseda.ir/Radio.aspx?VALID=TRUE&amp;CHID=12&amp;T=B&amp;AUTO=TRUE&amp;VALID=TRUE,"خبر، موسیقی بی کلام، موسیقی با کلام سنتی، پاپ، محلی",https://cdn.onlineradiobox.com/img/logo/8/31328.png,"pop,news,talk,folk,islamic,religious",Persian,http://www.radiopayam.ir/,,,https://en.wikipedia.org/wiki/IRIB_Radio_Payam,,,,,ir
2066,"Ahlulbayt TV",http://109.123.126.10:8000/radio/;,"Ahlulbayt TV is the world&#39;s first free-to-air, exclusively English TV network dedicated to delivering the pristine message of the Holy Prophet Muhammad and His Holy Household.",https://cdn.onlineradiobox.com/img/logo/3/31563.v1.png,"talk,islamic,gospel",Persian,http://ahlulbayt.tv/,https://www.facebook.com/Ahlulbayt/?fref=ts,,,,,,,ir
2067,"Radio Darvish",http://arabic.irib.ir/?option=com_radio&amp;amp%3Bview=player&amp;amp%3Bradio=arabic&amp;amp%3Btype=live,"Welcome to Radio Darvish. This is a free webcast to promote and share Persian music. Radio Darvish is a Persian Traditional Music Station - 24/7
This page is running by Radio Darvish fans and Persian traditional music lovers.
For more information about the radio station please visit",https://cdn.onlineradiobox.com/img/logo/1/31371.png,folk,Persian,http://radiodarvish.myl2mr.com/,https://www.facebook.com/Radio-Darvish-143572015675905/,,,,,,,ir
2068,"IRIB World Service",http://arabic.irib.ir/?option=com_radio&amp;amp;view=player&amp;amp;radio=arabic&amp;amp;type=live#,"أهلا بكم زوارنا الكرام، نرحب بكم عبر الصفحة الرسمية لموقع اذاعة طهران العربية، حيث ندعوكم بمتابعة أحدث أخبار العالم وايران و... كما نقدم لحضراتكم لقطات فيديو وصور من صميم الاحداث وما يجري في العالم.",https://cdn.onlineradiobox.com/img/logo/5/31505.png,"news,talk,folk,islamic",Persian,http://arabic.irib.ir/,https://www.facebook.com/arabic.irib.ir,https://twitter.com/TArabicRadio,,,,,,ir
2069,"Babylon FM",http://37.59.32.115:5113/index.mp3,"Babylon FM is Erbil’s Only English Music Station for those who want to stay plugged in to the hottest music, the newest pop culture trends &amp; Erbil events!",https://cdn.onlineradiobox.com/img/logo/0/31910.v4.png,"pop,news,talk,top40",English,http://babylonfm.net/,https://www.facebook.com/BabylonFM,https://twitter.com/babylonfm993,,,"Phone: +964 750 599 3993","Email: info@babylonfm.net",,iq
2070,"Sumer FM",http://audiostreaming.itworkscdn.com:9012/;,"سومر أفم أم إذاعة عراقية تتوجه إلى كافة شرائح المجتمع بفضلِ برامجِها الشاملة، لما في مضمونها من تنوّعٍ إن لجهة الأغنيات أو لجهة البرامج والخدمات.",https://cdn.onlineradiobox.com/img/logo/1/32161.v1.png,"dance,pop,folk,arabic",Arabic,http://www.sumerfm.com/listen-live,https://www.facebook.com/SumerFM99.9,https://twitter.com/SumerFM,,,,,,iq
2071,"Dengi Kurdsat",http://uk3.internet-radio.com:8011/;,"ەسەرجەم شارو شارۆچکەکانی هەرێم لەسەر فریکوێنسی 96.3",https://cdn.onlineradiobox.com/img/logo/5/32155.v3.png,"pop,news,folk,arabic",Arabic,http://www.kurdsat.tv/,https://www.facebook.com/DengiKurdsat/,https://twitter.com/html5mp3player,,,"Phone: 0535111500","Email: info@kurdsat.tv",https://plus.google.com/+KurdsatBroadcastingCorporation,iq
2072,"Radio Sawa Iraq",http://voa-3.ng.akacast.akamaistream.net/7/981/322015/v1/ibb.akacast.akamaistream.net/voa-3,"www.radiosawa.com أحلى الأغاني وأخر الأخبار على راديو سوا",https://cdn.onlineradiobox.com/img/logo/0/32160.png,"dance,pop,news,folk,top40",Arabic,http://www.radiosawa.com/,https://www.facebook.com/Sawa/?fref=ts,https://twitter.com/radiosawa,,,,,,iq
2073,"BBC Arabic",http://bbcwssc.ic.llnwd.net/stream/bbcwssc_mp1_ws-araba_backup,"خدمة إخبارية على مدار الساعة و برامج حوارية وتفاعلية تناقش قضايا المنطقة والعالم وباقة من البرامج المنوعة من إذاعة بي بي سي",https://cdn.onlineradiobox.com/img/logo/1/32181.png,"pop,news,talk",Arabic,http://www.bbc.com/arabic,https://www.facebook.com/bbcarabic/?fref=ts,,,,,,,iq
2074,"Al Rasheed Radio",http://alrasheedmedia.com:9998/stream,"قناة الرشيد الفضائية , عراقية تبث برامجها المنوعة والسياسية وكذلك الاخبار المحلية والدولية على التردد 12360 نايل سات .",https://cdn.onlineradiobox.com/img/logo/6/31906.v3.png,"pop,news,talk,folk,top40",Arabic,http://radio.alrasheedmedia.com/,https://www.facebook.com/alrasheedmedia,https://twitter.com/alrasheedmedia,,"Address: العراق , بغداد قرب النادي اللبناني",,"Email: info@alrasheedmedia.com",,iq
2075,"Radio Dijla",http://eu3.radioboss.fm:8164/stream,"الإذاعة الحوارية الأكثر شعبية في العراق.",https://cdn.onlineradiobox.com/img/logo/8/31938.v5.png,"pop,news,talk,folk",Arabic,http://www.radiodijla.net/,https://www.facebook.com/radiodijla,https://twitter.com/RadioDijla,,,"Phone: 07707705831","Email: dhayaa.dijla@gmail.com","Viber: 0770-963-4175",iq
2076,XFM,http://eu.radioboss.fm:8142/;,"&#34;Kurdistan&#39;s number one English-Kurdish TV-Radio station!&#34;",https://cdn.onlineradiobox.com/img/logo/7/73167.v1.png,"pop,top40",English,http://xfm1057.org/,,https://twitter.com/XFM_1057,,,"Phone: 009647702775333",,,iq
2077,"Monte Carlo Doualiya FM",http://live02.mc-doualiya.com/mc-doualiya.mp3,"مونت كارلو الدولية إذاعة فرنسية ناطقة باللغة العربية تبث برامجها مباشرة من باريس إلى دول الشرق الأوسط والأدنى وإلى موريتانيا، و جيبوتي، وجنوب السودان على موجات الإف إم وعلى الموجة المتوسطة من قبرص. تقدم الإذاعة مواعيد إخبارية متعددة وبرامج ثقافية وترفيهية متنوعة، تعتمد في مجملها على البث المباشر و التفاعلية، و التواصل مع المستمعين. طاقمها الصحفي ومراسلوها عبر العالم يوفرون تغطية شاملة للأحداث الدولية لما يزيد عن 8 مليون مستمع أسبوعيا. إذاعة مونت كارلو الدولية هي إذاعة حرة، علمانية، منفتحة على العالم و تخاطب كل الأجيال ويمكن الاستماع إليها أيضا على الانترنت، والهواتف الذكية، والكابل، والأقمار الصناعية وعبر تطبيق مونت كارلو الدولية الجديد على المحمول.",https://cdn.onlineradiobox.com/img/logo/8/31898.png,"pop,news,talk,folk",French,http://www.mc-doualiya.com/,https://www.facebook.com/Monte.Carlo.Doualiya/,https://twitter.com/mc_doualiya,,,,,,iq
2078,"Kurdistan Music Radio",http://stream.zenolive.com/8arfke4mmpeuv.mp3,"کوردستان میوزیک",https://cdn.onlineradiobox.com/img/logo/8/74588.v1.png,folk,Arabic,,,,,,,,,iq
2079,"Radio Nawa",http://nawaradio.primcast.com:4098/;stream.mp3,"نوا مؤسسة إعلامية مستقلة تدار من قبل شركة نوا للإعلام والطباعة والنشر .",https://cdn.onlineradiobox.com/img/logo/8/31358.v3.png,"pop,news,talk,folk,arabic",Persian,http://www.radionawa.com/Arabic.aspx,https://www.facebook.com/nawaarabic,,,"Address: Kurdsat 2 side road (2 045,99 km) Sulaymaniyah, As Sulaymaniyah, Iraq 46001","Phone: +964 770 157 1818","Email: info@radionawa.com",,iq
2080,"NRT TV - Nalia FM",http://162.244.80.30:8026/stream,"NRT is the first independent Kurdish satellite channel owned by Nalia company and based in Sulaymani.",https://cdn.onlineradiobox.com/img/logo/0/31890.v3.png,"pop,news,talk,folk,arabic",Arabic,http://www.nrttv.com/,https://www.facebook.com/naliatv,https://twitter.com/NRTKurdish,https://en.wikipedia.org/wiki/NRT_News,,"Phone: 533239012","Email: newsroom@nrttv.com",,iq
2081,StarFM-Kurdish,http://ample-zeno-18.radiojar.com/5gtw5h9bukeuv.mp3,"Kurdish live radio",https://cdn.onlineradiobox.com/img/logo/0/73390.v9.png,"news,talk",Arabic,http://www.sm-news.com/p/starfm.html,,,,,,"Email: tarahawler12@gmail.com",,iq
2082,"Doualiya FM",https://montecarlodoualiya128k.ice.infomaniak.ch/mc-doualiya.mp3,"أهلاً بكم على الصفحة الرئيسية لمونت كارلو الدولية الإذاعة الفرنسية الناطقة باللغة العربية",https://cdn.onlineradiobox.com/img/logo/8/73178.v2.png,arabic,Arabic,https://www.mc-doualiya.com/,https://www.facebook.com/Monte.Carlo.Doualiya,https://twitter.com/MC_Doualiya,,,,,https://www.instagram.com/mc_doualiya/,iq
2083,"Radio One Iraq",http://radio.ditve.tv:9718/Continuous01,"Radio One Iraq - For The Love Of Music",https://cdn.onlineradiobox.com/img/logo/3/73163.v1.png,"easy listening,romantic,love songs",Arabic,http://www.radio1iraq.fm/,https://www.facebook.com/pg/RadioOneIraq/,https://twitter.com/radiooneiraq,,,"Phone: +964 781 931 3607","Email: info@radio1iraq.fm",https://www.instagram.com/radiooneiraq/,iq
2084,"Radio Al-Bilad",https://streamer.radio.co/sb38bf6e66/listen,"إذاعة البلاد .. من بغداد .. 
صوتٌ إسلاميٌ أصيل أخترقَ صمت الأثير ليصل لكلِ بيتٍ عراقي..",https://cdn.onlineradiobox.com/img/logo/9/31959.v3.png,"talk,islamic,prayer",Arabic,http://www.albilad.org/,https://www.facebook.com/radio.albilad/?fref=ts,,,,"Phone: +964 781 131 0009","Email: albilad@albilad.org",,iq
2085,"Newroz Radio",http://rajeradio.primcast.com:4942/;stream.mp3/;,"Newroz Radio is an internet radio station from As Sulaymaniyah, Iraq, providing News and Information.",https://cdn.onlineradiobox.com/img/logo/4/31944.png,"pop,news,talk,top40",Arabic,http://www.radionawroz.com/,https://www.facebook.com/pages/Radio-Nawroz/550807931614855,https://twitter.com/radionawroz,,,,,,iq
2086,"UR FM",http://radio.ditve.tv:9708/;stream.mp3,"We proud to be Iraqi radio on 98.9 FM in Baghdad and 97.9 FM in Basra",https://cdn.onlineradiobox.com/img/logo/7/31957.v2.png,"dance,pop",Arabic,http://urradio.fm/,https://www.facebook.com/UR.FM.Radio/?fref=ts,https://twitter.com/URFM_radio,,,"Phone: 009647717775366","Email: info@urradio.fm",,iq
2087,KurdExtra,http://stream.zenolive.com/e256e84mmpeuv.mp3,"ڕادیۆی کورد ئێکسترا",https://cdn.onlineradiobox.com/img/logo/9/74589.v3.png,"news,talk",Arabic,,https://www.facebook.com/Kurd-Extra-1094580400641818/,,,,,,,iq
2088,"M Radio 105.5 FM",http://usa13.fastcast4u.com:5908/;stream.nsv,"M Radio 105.5 FM is one of the best radio station broadcast from Erbil/Iraq",https://cdn.onlineradiobox.com/img/logo/8/73168.v4.png,arabic,Arabic,https://www.mradioiraq.com/,https://www.facebook.com/mradio105.5,https://twitter.com/Mradio1055fm,,"Address: ankawa, Hidiab Str. `Ankawah, Arbil, Iraq 44001","Phone: 009647504829887","Email: mradio105.5fm@gmail.com",,iq
2089,"Vin Radio",http://95.170.222.149:12548/;,"پەسەندترین کەناڵی میوزیکی کوردیە لەنێوان خەڵکی کورد و دنیادا",https://cdn.onlineradiobox.com/img/logo/7/31947.png,"pop,news,talk,folk",Arabic,http://www.vintv.net/index.php/ku/zindi/radio,https://www.facebook.com/VinTvOfficial,https://twitter.com/VinChannel,,,,,,iq
2090,Al-Mirbad,http://listen1.mixlr.com/dfa397771709a47dabdfbdcb1fe978b7,"ِAlmirbad is an independent media organization include a Radio station , which is broadcast in the provinces of southern and middle of Iraq",https://cdn.onlineradiobox.com/img/logo/1/32101.v8.png,"news,talk,folk",Arabic,https://www.almirbad.com/,https://www.facebook.com/almirbad/,https://twitter.com/Al_Mirbad/,,,"Phone: +964 770 063 3116","Email: kamal_almirbad@yahoo.com","Email: info.almirbad@gmail.comhttps://www.instagram.com/almirbad/https://www.youtube.com/user/mirbadradio",iq
2091,HawlerFm,http://ample-zeno-09.radiojar.com/y3hfp8xmmpeuv.mp3,"24y Music",https://cdn.onlineradiobox.com/img/logo/1/74521.v2.png,variety,Arabic,http://karwan.tv/hawler-one-radio.html,https://www.facebook.com/hawler1.tv/,,,,,,,iq
2092,"New Life Radio",https://s2.radio.co/sd3c7f8539/listen,"بدأت الاذاعة البث قبل اربع سنوات بتاريخ ١٤/ ٩ / ٢٠٠٩ و اذاعة الحياة الجديدة تحمل صبغة مختلفة عن باقي الاذاعات الموجوده في اربيل فهي اذاعة مسيحية ثقافية غير سياسية تنشر و تحث الناس على المحبة و التسامح و التعايش الاخوي وزرع الثقافة و التوعية بين ابناء المجتمع في كل مجالات الحياة. برامجنا منوعة و شاملة للاسرة و الشباب و الاطفال و المرأة كما نقوم ببث الكثير من البرامج من اذاعات عالمية مثل اذاعة حول العالم (مونتيكارلو) بحسب الشراكة التي بيننا.",https://cdn.onlineradiobox.com/img/logo/6/32496.v2.png,"talk,christian,gospel,religious,prayer",Arabic,http://www.laii.org/,https://www.facebook.com/97.1NewLifeRadio,,,,"Phone: +9647509710971","Email: email.laii.org@gmail.com",,iq
2093,ErbilFM,http://ample-zeno-03.radiojar.com/64nsb8xrkpeuv.mp3,"Kurdish live radio",https://cdn.onlineradiobox.com/img/logo/1/75761.png,"news,talk",Arabic,http://www.sm-news.com/p/starfm.html,,,,,,"Email: tarahawler12@gmail.com",,iq
2094,"Radio Al-Salam",http://37.59.32.115:5117/%20,"راديو السلام هي محطة واقعة في مدينة اربيل، مختصة بأمورالنازحين اللاجيئين والعائدين بالعراق و سوريا.",https://cdn.onlineradiobox.com/img/logo/6/76226.v2.png,"talk,arabic",Arabic,http://radioalsalam.com/,https://www.facebook.com/RadioAlSalam,,,,"Phone: 0751 142 6100 (sms)","Email: radioalsalam@gmail.com",,iq
2095,"Hawler Music",http://stream.zenolive.com/9xn40y3mmpeuv.mp3,"هەولێر میوزیک ڕادیۆ",https://cdn.onlineradiobox.com/img/logo/7/74587.v1.png,variety,Arabic,,,,,,,,,iq
2096,"Radio Dewran",http://stream.zenolive.com/dgvheazmmpeuv.mp3,"ڕادیۆی دەوران",https://cdn.onlineradiobox.com/img/logo/5/74585.png,"news,talk",Arabic,,,,,,,,,iq
2097,Iraqiachannel,http://www.imn.iq/%D8%A7%D9%84%D8%A8%D8%AB-%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-%D9%84%D8%B1%D8%A7%D8%AF%D9%8A%D9%88-%D8%A7%D9%84%D8%B1%D8%A7%D9%82%D9%8A%D8%A9,"شبكة الاعلام العراقي في العراق العراقية نيوز. العراقية العامة . العراقية الرياضية . العراقية التركمانية . راديو العراقية . راديو جمهورية العراق .راديو الفرقان",https://cdn.onlineradiobox.com/img/logo/9/32149.png,"news,talk,folk,islamic",Arabic,http://www.imn.iq/,https://www.facebook.com/iraqiahannel,https://twitter.com/iraqmedianet,,,,,,iq
2098,"New Life Radio",http://173.192.105.231:8589/;,"إذاعة مسيحية، إجتماعية، ثقافية، غير سياسية؛ تبث باللغة العربية والكردية",https://cdn.onlineradiobox.com/img/logo/1/73161.v5.png,"christian,gospel",Persian,http://nlr.fm/,,,,,"Phone: +9647509710971","Email: email.laii.org@gmail.com",,iq
2384,"Rotana Tarab",http://188.247.86.67:8008/3,"Rotana tarab jordan playing oldies songs 70s 80s 90s.",https://cdn.onlineradiobox.com/img/logo/8/64028.v2.png,"90s,80s,70s,arabic",Arabic,http://alkawn.com.jo/,https://www.facebook.com/pg/rotanatarabjordan/,,,,,"Email: rotanaradiojordan@rotana.net",,jo
2385,"Radio Hala",http://76.164.217.100:7302/;,"الصفحة الرسمية و الوحيدة لإذاعة القوات المسلحة الأردنية (راديو هلا)
	Show more",https://cdn.onlineradiobox.com/img/logo/0/49590.v2.png,"pop,top40",Arabic,http://www.hala.jo/,https://www.facebook.com/HalaAkhbar,https://twitter.com/HalaAkhbar,,,"Phone: 065804120 / 065804121","Email: akhbar@hala.jo",,jo
2386,"Radio Dahab",http://dahab.ice.infomaniak.ch/dahab-192.mp3,"The best variety of golden Arabic classic hits! Dahab plays the best golden Arabic classics for artists like Fairuz, Um Kulthoum, Abdelhalim and many others.",https://cdn.onlineradiobox.com/img/logo/5/63055.v5.png,"talk,classic,arabic,hits",Arabic,http://www.radiodahab.com/,https://www.facebook.com/RadioDahab,https://twitter.com/RadioDahab,,,"Phone: +962789666669","Email:  sales@radiodahab.com","+9626 5850807Hlughod@gmail.comhttps://www.instagram.com/radiodahab/https://www.youtube.com/channel/UCuakIq0kGkLeL-BH7W0ezTA",jo
2387,"Sawtelghad FM",https://edge.mixlr.com/channel/llhwd,"Sawt El Ghad 101.5 Amman 88.7 Irbid FM – Jordan was officially launched on the 17th of April 2005 as part of the expansion plan for the No.1 Radio Station in Lebanon that is in operation for the past 10 years. Sawt El Ghad was growing at a rapid pace, as it extended its limits to Syria in 1999, to Australia in 2003 and to Bahrain in 2005.",https://cdn.onlineradiobox.com/img/logo/8/43498.v7.png,"pop,news,folk,top40",Arabic,http://www.sawtelghad.fm/,https://www.facebook.com/sawtelghadjo,,,"Address: Oman Jourdan Sweifieh, Abdul Rahim Al Haj Mohammed Building 69, 2nd floor","Phone: 068685333","Email: advertise@sawtelghad.fm",https://www.instagram.com/sawtelghadjo/,jo
2388,"Beat FM",http://192.184.9.81:8049/live,"Dedicated to playing the &#34;hits&#34; Beat FM plays only the biggest hits from the year 2000 through to today! 
The home of Jordans Biggest hits is 102.5 Beat FM",https://cdn.onlineradiobox.com/img/logo/0/43440.png,"dance,r&#39,n&#39,b,pop,hip-hop,top40",English,http://www.mybeat.fm/,https://www.facebook.com/beatfmfanpage/,https://twitter.com/BeatFMJo,https://en.wikipedia.org/wiki/Beat_FM_102.5,,,,,jo
2389,"Radio Sawa Jordan",http://mbn-channel-06.ng.akacast.akamaistream.net/7/28/233455/v1/ibb.akacast.akamaistream.net/mbn_channel_06?type=.mp3/;stream.mp3,"يسعى راديو سوا إلى التواصل الفعال مع الشباب العربي في منطقة الشرق الأوسط عن طريق تزويدهم بآخر الأخبار والمعلومات والموادّ الترفيهية . Follow @SawaMusic",https://cdn.onlineradiobox.com/img/logo/7/43657.v2.png,"dance,r&#39,n&#39,b,pop,news,talk,hip-hop,top40",Arabic,http://www.radiosawa.com/,https://www.facebook.com/Sawa,https://twitter.com/radiosawa,,,"Phone: 703-688-5060",,,jo
2390,"Mood 92",http://192.184.9.81:8048/live,"Mood 92 is the first independent English speaking radio station in Jordan.",https://cdn.onlineradiobox.com/img/logo/9/43439.png,"rock,pop,top40,adult contemporary",English,http://www.mood.fm/,https://www.facebook.com/mood92jo/,https://twitter.com/MoodOnAir,,,,,,jo
2391,"Rabee Al Qloub",http://www.sysarabs.top:9984/stream,"موقع القران الكريم مقروء وصوتي لاكثر من 40 شيخ مع تفاسير القران مزود ب4 تفاسير 

اذاعة القران الكريم .. اذاعة ربيع القلوب",https://cdn.onlineradiobox.com/img/logo/7/43567.v1.png,"talk,islamic,prayer",Arabic,,https://www.facebook.com/aihanbali/posts/723110264478006,,,,,,,jo
2392,"JU Fm",http://jufmstreaming.ju.edu.jo/;,"على موجات الأثير، وعلى تردد FM 94.9 تبث إذاعة الجامعة الأردنية باقتها البرامجية المتنوعة التي تعكس ما في الجامعة من مواهب وإبداعات غير محدودة يجود بها الأكاديميون والطلبة والعاملون لتنثر رحيقها الفواح في المجتمع الأردني حاملة معها العلم والذوق الرفيع والثقافة الفنية العالية. 
ومنذ انضمامها الى الإذاعات الوطنية في عام 2009م سعت إذاعة الجامعة إلى أن تتمايز عن الإذاعات الأخرى بالشكل والمحتوى وتطلّعت إلى أن تكون أداة فعالة لتوصيل صوت الجامعة إلى محيطها الداخلي والخارجي والتفاعل مع حاجات المجتمع الجامعي كما المجتمع المحلي.
أغاني الزمن الجميل الذي ينتقيها لجنة فنية متخصصة تغلف الخارطة البرامجية؛ مع مواجز الأخبار بمعدل ٤ مرات يوميا .",https://cdn.onlineradiobox.com/img/logo/5/67155.v5.png,"news,arabic,culture,education",Arabic,http://jufm.ju.edu.jo/Home.aspx,https://www.facebook.com/JUFM94.9,https://twitter.com/JuFmRadio,,"Address: Box 11942 Amman","Phone: (962) 6 5300000","Email: jufm94.9@gmail.com","(962) 6 5300828",jo
2393,"Hayat FM",http://104.238.193.114:7048/liveStreaming/;,"تنطلق الشركة في مشاريعها الإعلامية والفنية من القيم الأصيلة للمجتمع، المستمدة من الإسلام، كدين ومنهج حياة، وتعمل على الإرتقاء بذوق النَّاس من خلال تقديم برامج مجتمعية متميزة ونوعية، بأسلوب منهجي عصري إبداعي ملتزم بثوابت وقيم المجتمع، مرتكز إلى الموروث الحضاري للثقافة العربية الإسلامية.",https://cdn.onlineradiobox.com/img/logo/4/43464.png,"talk,islamic,prayer",Arabic,http://www.hayat.fm/ar/Default.aspx,https://www.facebook.com/hayatfmofficial,https://twitter.com/Hayat_Fm,,,,,,jo
2394,"Mojo FM",http://mazajfm.ice.infomaniak.ch/mazajfm-192.mp3,"On our radio you can listen to all of the most popular hits",https://cdn.onlineradiobox.com/img/logo/8/43528.png,"dance,r&#39,n&#39,b,pop,top40",Arabic,http://www.mojofm.me/,https://www.facebook.com/MojoFMJo/,https://twitter.com/mojofmjo,,,,,,jo
2395,"Amen FM",rtmp://188.247.86.66/ZainLive/live,"نشأت إذاعة ( أمن أف أم) لتحمل رسالة إعلامية حضارية متجددة بهدف تعزيز مفهوم الأمن
الشامل الذي هو جزء من إستراتيجية مديرية الأمن العام
وبناء عليه قامت الإ ذاعة على توجيه المجتمع ضمن رؤية أمنية حضارية تجسد علاقة المواطن بجهاز الأمن العام التي تمثل علاقة تكاملية تهدف إلى تعزيز الأمن المجتمعي بكل مكوناته من خلال برامجه المنتقاه بدقة وبما يتناسب مع ذوق المستمع الأردني والعربي حيث تم وضع مساحات اثيرية مريحة يجد فيها المواطن كل ما يحقق له الفائدة المرجوة.",https://cdn.onlineradiobox.com/img/logo/4/43564.v2.png,"pop,news,folk,arabic,security",Arabic,http://amenfm.jo/,https://www.facebook.com/radio.amenfm89.5/,https://twitter.com/radioamenfm89_5?s=08,,,"Phone: 0797196196","Email: amenfm89.5757@yahoo.com","WhatsApp: 0790190171",jo
2396,"Global 94.5 FM",http://stream.joinvisions.net:1935/live/global/chunklist_w450577882.m3u8,"جلوبل FM راديو شبابي في المملكة الاردنية الهاشمية تأسست في سنة 2014 و تتبع ملكيته و حقوق تشغيله لشركة الخزينه للبث الاذاعي م.م (تريجري ميديا المحدوده) وتشمل برامج متنوعة شبابية ترفيهية وبرامج حوارية التي تركز على سوق الشباب العربي واخبار الفنانين العرب وغلوبل اف ام لها من اسمها النصيب لأنها تنبض بالعالمية من خلال مزج بين الاغاني الشرقية و الغربية وتبقى على مدار 24ساعة / 7 ايام في الاسبوع.",https://cdn.onlineradiobox.com/img/logo/0/43510.v1.png,"dance,pop,news,talk,folk,turkish",Arabic,http://globaljo.fm/,https://www.facebook.com/Global94.5/,https://twitter.com/Global945FM,,,,,,jo
2397,"Play FM",http://stream.arabiacell.biz:1935/PlayFM/Audio/chunklist_w1613165222.m3u8,"We are Jordan&#39;s No.1 Hit Music Station!",https://cdn.onlineradiobox.com/img/logo/8/43438.v5.png,"dance,r&#39,n&#39,b,pop,news,hip-hop,top40",English,http://play.jo/,https://www.facebook.com/Play996,https://twitter.com/play996,https://en.wikipedia.org/wiki/Play_99.6_FM,"Address: Sweifieh - Abd El Hamid Haj Mohammed St.  In front of Pharmacy1, Building no. 69 P.O. Box 840616 Amman 11184, Jordan","Phone: +962-6-5932996, Fax: +962-6-5868444",,,jo
2398,Yarmouk,http://yufm.yu.edu.jo/broadwave.mp3?type=.mp3/;stream.mp3,"&#34; معــك دايــما وين ما كــان &#34;",https://cdn.onlineradiobox.com/img/logo/2/43662.png,"dance,pop,arabic",Arabic,,https://www.facebook.com/Yarmouk-Fm-1057-503895986363976/,,,,,,,jo
2399,AmmanNet,http://ammannet.net:8585/stream/5/,"عمان نت هو موقع إخباري و هو جزء من شبكة الأعلام المجتمعي وهي مؤسسة غير ربحية مسجلة في التاسع عشر من اذار لعام 2007 تؤسس وتدير مشاريع إعلامية وثقافية في أنحاء المملكة.
يعتبر موقع عمان نت الاخباري الاعلام وسيلة تنموية ناجحة في تفعيل التواصل بين المواطن والمجتمع وفي رفع مستوى التعاون داخل المجتمع الواحد. و يعتمد على مبدأ التطوع والخدمة العامة والتركيز على الهم المجتمعي في رقعة محلية",https://cdn.onlineradiobox.com/img/logo/4/43514.png,"pop,news,folk,oldies,turkish",Arabic,http://ar.ammannet.net/,https://www.facebook.com/AmmanNet,https://twitter.com/AmmanNet,,,,,,jo
2400,"Al Rasheed FM",http://alrasheedfm.in/;,"الرشيد إف إم
انطلقت اذاعة الرشيد اف ام من عمان , على موجة 100.5 اف ام في بداية شهر تشرين الاول اكتوبر من العام 2013 . 
الرشيد اف ام عمان تقدم القديم والجديد من الاغاني العراقية والعربية التي تحاكي الاحساس بطريقة عصرية ومميزة . 
برامج الرشيد اف ام موجهة الى كافة الفئات العمرية, و تشمل البرامج الثقافية و الفنية و الترفيهية والاجتماعية . 
الرشيد اف ام تغطي في بثها العاصمة عمان و من مشاريعها المستقبلية ان تغطي كافة محافظات المملكة الاردنية الهاشمية .",https://cdn.onlineradiobox.com/img/logo/2/43612.png,"dance,pop,folk,arabic",Arabic,http://www.alrasheedfm.com/,https://www.facebook.com/ALRASHEEDFMAMMAN,,,,,,,jo
2401,"3DRadio Arabic Hits",http://radio.3dradio.me:8055/stream?type=.mp3,"Arabic radio station Listen live",https://cdn.onlineradiobox.com/img/logo/7/43557.v8.png,"dance,pop,news,folk,turkish",Arabic,http://3dradio.me/,https://www.facebook.com/3dradio.me/,https://twitter.com/3dradiome,,,"Phone: 0796605220","Email: info@3dradio.me","+1 740 5693226",jo
2402,"CYD Pharma Radio",https://www.radioking.com/play/cyd-pharma-radio,"The first radio specialized in the world of pharmacy, health, beauty and sport.",https://cdn.onlineradiobox.com/img/logo/5/76695.v2.png,talk,Arabic,https://cydradio.net/,https://www.facebook.com/CYDPharmaRadio,https://twitter.com/cydpharma,,"Address: دوار الكيلو‎ Amman","Phone: 00962797355221","Email: info@cydradio.net","WhatsApp: 00962797355221",jo
